ID,Target_AUC,Target_LogLoss
ID_KYO5JS,0,0
ID_846C1K,0,0
ID_1QA7GX,0,0
ID_VSQGAP,0,0
ID_HEHIE4,0,0
ID_BKHQGQ,0,0
ID_SI8VMK,0,0
ID_HNS70E,0,0
ID_ETU38Z,0,0
ID_SDU2MK,0,0
ID_PSJ56U,0,0
ID_L9N6FI,0,0
ID_9NWUX5,0,0
ID_Z9LDI4,0,0
ID_EMB3YR,0,0
ID_AD2Z2I,0,0
ID_A253MN,0,0
ID_JW68C6,0,0
ID_NY5B75,0,0
ID_WTJBE7,0,0
ID_1VE2PK,0,0
ID_LBMDQF,0,0
ID_543ZJJ,0,0
ID_GP6BAA,0,0
ID_L8YDDV,0,0
ID_VK9JQ9,0,0
ID_QCEUSM,0,0
ID_1EOHG3,0,0
ID_1SUC8X,0,0
ID_YH63DA,0,0
ID_RPKKMG,0,0
ID_HY1EDU,0,0
ID_JRD60K,0,0
ID_HFZPCT,0,0
ID_TJF5P2,0,0
ID_QNX47N,0,0
ID_BEDC46,0,0
ID_XHC5MU,0,0
ID_QP9JGO,0,0
ID_6Y5MES,0,0
ID_PTHBXO,0,0
ID_ODEWF6,0,0
ID_W3CKAL,0,0
ID_OSNK22,0,0
ID_39BES2,0,0
ID_607C5P,0,0
ID_5HFBYV,0,0
ID_YVVZQW,0,0
ID_GYCVH7,0,0
ID_38DUPE,0,0
ID_SVQVZ8,0,0
ID_06HPYP,0,0
ID_IVID3M,0,0
ID_NTT4KF,0,0
ID_5JWUM2,0,0
ID_LL3FRN,0,0
ID_IEBEBG,0,0
ID_TZ7IAB,0,0
ID_EQA0B0,0,0
ID_KYO1KH,0,0
ID_QGDNDM,0,0
ID_578X6N,0,0
ID_MXVCAW,0,0
ID_267TP6,0,0
ID_MRR0TS,0,0
ID_1WGQY9,0,0
ID_WYHB8F,0,0
ID_GCWVT8,0,0
ID_312OV5,0,0
ID_V065NO,0,0
ID_XV7GPE,0,0
ID_Q7W80N,0,0
ID_2PH6R4,0,0
ID_FTTF9L,0,0
ID_DVIXNS,0,0
ID_PHUESI,0,0
ID_YAEJFI,0,0
ID_6K1D9N,0,0
ID_O642AJ,0,0
ID_I8S4GQ,0,0
ID_IU2SC0,0,0
ID_P47KOX,0,0
ID_HD12RR,0,0
ID_WA6I1X,0,0
ID_I4RDU9,0,0
ID_Z6CS3W,0,0
ID_VT7XPC,0,0
ID_PVTGR1,0,0
ID_ZDBVWM,0,0
ID_6JSDRO,0,0
ID_EP5QVA,0,0
ID_HLJ82N,0,0
ID_RR0UN0,0,0
ID_SDT0TW,0,0
ID_H7VOZJ,0,0
ID_J4P8KN,0,0
ID_OOKZVY,0,0
ID_NXXS2F,0,0
ID_6O49IY,0,0
ID_UX8JL4,0,0
ID_A3TKBR,0,0
ID_25L48D,0,0
ID_WZ7C87,0,0
ID_RA2R9J,0,0
ID_PMBZET,0,0
ID_5VAKXA,0,0
ID_PEG871,0,0
ID_F8WR08,0,0
ID_NLNAO1,0,0
ID_D3FNCG,0,0
ID_D5QYXA,0,0
ID_8SEE30,0,0
ID_3U7LJ8,0,0
ID_V65EQY,0,0
ID_SVI1AY,0,0
ID_C78508,0,0
ID_JX2UVJ,0,0
ID_VBMM8K,0,0
ID_175A2Z,0,0
ID_4K4GGQ,0,0
ID_4IW51S,0,0
ID_TOSFJA,0,0
ID_865R0X,0,0
ID_YRIH3X,0,0
ID_AQQ47I,0,0
ID_0IA0ZO,0,0
ID_5WIP8T,0,0
ID_LFAIAD,0,0
ID_NT27W4,0,0
ID_UCGMAZ,0,0
ID_1ZI6RX,0,0
ID_RNWQYC,0,0
ID_OJW44K,0,0
ID_67ZF4T,0,0
ID_Y8NPOD,0,0
ID_4LP5ZC,0,0
ID_N3BNVF,0,0
ID_F0WBOA,0,0
ID_BWTZHC,0,0
ID_UPUNXB,0,0
ID_E05R3B,0,0
ID_00KWEY,0,0
ID_U5CEN4,0,0
ID_87B47O,0,0
ID_D8P087,0,0
ID_P0KYD5,0,0
ID_RQL5OE,0,0
ID_YAUFLE,0,0
ID_SBBLNK,0,0
ID_XLW078,0,0
ID_GBFIO8,0,0
ID_ZPV5XX,0,0
ID_950U5A,0,0
ID_T2AVP1,0,0
ID_O76UN6,0,0
ID_U5LK59,0,0
ID_Q13VNW,0,0
ID_SE2H20,0,0
ID_5HIP1X,0,0
ID_ORESVW,0,0
ID_S0LKSF,0,0
ID_1459JI,0,0
ID_LSN5AY,0,0
ID_I41TRQ,0,0
ID_J0UIOP,0,0
ID_O12XC4,0,0
ID_ZCRK82,0,0
ID_SJ59V9,0,0
ID_7VZ9X5,0,0
ID_3Y9NJ1,0,0
ID_6FVL5Q,0,0
ID_E67WFM,0,0
ID_MJKKYF,0,0
ID_KX4H5M,0,0
ID_K2ID75,0,0
ID_5AL4OW,0,0
ID_4KNU2J,0,0
ID_LGXOFC,0,0
ID_B7VVND,0,0
ID_2EDM5S,0,0
ID_H7URDV,0,0
ID_X2IT1Y,0,0
ID_BGRR07,0,0
ID_567AIS,0,0
ID_9DI5XM,0,0
ID_HR3HP5,0,0
ID_N858YJ,0,0
ID_G1U2K8,0,0
ID_3LT98H,0,0
ID_OXBFSG,0,0
ID_KMT3OS,0,0
ID_VM8HPK,0,0
ID_AKR98K,0,0
ID_Y4NTFL,0,0
ID_0BSJX2,0,0
ID_8VTWO1,0,0
ID_EHC0WO,0,0
ID_Y79FMP,0,0
ID_F64KIZ,0,0
ID_XKK4H3,0,0
ID_5RDJQ5,0,0
ID_YQ9SW4,0,0
ID_F3W2FX,0,0
ID_A4L9CI,0,0
ID_QFH90M,0,0
ID_ID5QNF,0,0
ID_0PNONV,0,0
ID_6WELC3,0,0
ID_XBWRBH,0,0
ID_GXTLPX,0,0
ID_N4JUR0,0,0
ID_2CPS5B,0,0
ID_1LKE8I,0,0
ID_IC72LK,0,0
ID_NJS6RD,0,0
ID_7W2TNS,0,0
ID_OEH3IN,0,0
ID_EZAQXS,0,0
ID_USJ86W,0,0
ID_BJGR01,0,0
ID_VSYQSW,0,0
ID_GQ34LU,0,0
ID_EPN2EF,0,0
ID_II8VRV,0,0
ID_PGNL7Q,0,0
ID_6O23Z0,0,0
ID_JT7GIJ,0,0
ID_LAMPFY,0,0
ID_LCHM9F,0,0
ID_PAR618,0,0
ID_XRA2I5,0,0
ID_C8MKFZ,0,0
ID_9THSEU,0,0
ID_A25BDE,0,0
ID_7GX8R8,0,0
ID_J8SXEG,0,0
ID_877BNG,0,0
ID_1ZWRY1,0,0
ID_FMPXVZ,0,0
ID_4XNQJG,0,0
ID_L1XFKC,0,0
ID_KNAJ24,0,0
ID_B7Z167,0,0
ID_RSWLY3,0,0
ID_KXMG5A,0,0
ID_XQQK3U,0,0
ID_1SZ4EZ,0,0
ID_LN4SIQ,0,0
ID_MJNCXK,0,0
ID_U2HHMG,0,0
ID_XPD1RI,0,0
ID_XFBRQE,0,0
ID_XLJFHR,0,0
ID_7KLOQ9,0,0
ID_XTAQCF,0,0
ID_4IB5YJ,0,0
ID_JRHCM4,0,0
ID_0FCWV6,0,0
ID_73SOZ5,0,0
ID_T6AEX9,0,0
ID_8YGS3A,0,0
ID_JVFD3C,0,0
ID_UTA4UL,0,0
ID_Y6VNF9,0,0
ID_8CFT55,0,0
ID_U0Z5U2,0,0
ID_QDTPDG,0,0
ID_455JV5,0,0
ID_IZ2LGF,0,0
ID_RWUJU4,0,0
ID_U2CZDT,0,0
ID_5O0O8A,0,0
ID_LV3NN9,0,0
ID_W9OZ03,0,0
ID_6WMXDF,0,0
ID_IJXJEW,0,0
ID_X6DXWK,0,0
ID_TOUIMZ,0,0
ID_J0WK84,0,0
ID_SG2V5N,0,0
ID_BHJOXW,0,0
ID_YO41NT,0,0
ID_YVWB5C,0,0
ID_ER2AYE,0,0
ID_4I2X88,0,0
ID_AOQKGE,0,0
ID_45BUA0,0,0
ID_RXMZFA,0,0
ID_IRT27C,0,0
ID_NT0UEZ,0,0
ID_UWLRDO,0,0
ID_SAZWA8,0,0
ID_A5B5N1,0,0
ID_TSI0NA,0,0
ID_3CX400,0,0
ID_F8UXZG,0,0
ID_DA55OL,0,0
ID_NUYP2R,0,0
ID_FAYK4P,0,0
ID_GQTD6P,0,0
ID_S1QGTJ,0,0
ID_PLWVN4,0,0
ID_G508X4,0,0
ID_GV7MO2,0,0
ID_JMY7QK,0,0
ID_ZFNFL2,0,0
ID_DEN3UO,0,0
ID_65H47V,0,0
ID_1YTPTW,0,0
ID_0GTGNP,0,0
ID_4XT627,0,0
ID_97W0SM,0,0
ID_K95H9V,0,0
ID_AWXIHJ,0,0
ID_2YW3KN,0,0
ID_MHKZ8O,0,0
ID_BNMMD6,0,0
ID_402SW2,0,0
ID_35XJSH,0,0
ID_SRX9N8,0,0
ID_9H3ZP2,0,0
ID_SKYTTG,0,0
ID_OT577M,0,0
ID_SRWMPP,0,0
ID_U4UQC0,0,0
ID_RZLWWR,0,0
ID_HLNK3W,0,0
ID_V7LG00,0,0
ID_5HANIM,0,0
ID_CMLMEI,0,0
ID_IT6CI7,0,0
ID_L2UL9J,0,0
ID_9QKIW5,0,0
ID_MUCSDG,0,0
ID_NZ1ZYO,0,0
ID_72I8I7,0,0
ID_6SJDF2,0,0
ID_8IHH5L,0,0
ID_5UPZXB,0,0
ID_1S1QWL,0,0
ID_2ZGL0N,0,0
ID_7AWTQS,0,0
ID_YQWM5N,0,0
ID_CM89DM,0,0
ID_Z3RSFL,0,0
ID_IGBPSJ,0,0
ID_216VF1,0,0
ID_5QQJUV,0,0
ID_HZZTPA,0,0
ID_L2UJQ1,0,0
ID_MDBPYK,0,0
ID_MA07Q8,0,0
ID_STXXNQ,0,0
ID_29AS66,0,0
ID_EXZ263,0,0
ID_W6AGMM,0,0
ID_LW2DQB,0,0
ID_9ENK10,0,0
ID_AZ0K8K,0,0
ID_KH118C,0,0
ID_2YTU06,0,0
ID_6S162X,0,0
ID_S2BMSR,0,0
ID_GDRXZK,0,0
ID_QKESVL,0,0
ID_T8PMTR,0,0
ID_P2YEKJ,0,0
ID_ZD055Y,0,0
ID_G04O9Q,0,0
ID_4NN0FY,0,0
ID_LTO1BN,0,0
ID_GL1TVA,0,0
ID_5G0QLD,0,0
ID_GWLRZY,0,0
ID_VYIZJ7,0,0
ID_D6N381,0,0
ID_GK11NV,0,0
ID_LELBN3,0,0
ID_N6NKIV,0,0
ID_EK1GA8,0,0
ID_Q3K0SL,0,0
ID_MLNMOA,0,0
ID_ROM50W,0,0
ID_8EZI7W,0,0
ID_Z8WTGD,0,0
ID_36CMLS,0,0
ID_PSGLZO,0,0
ID_TO0DNP,0,0
ID_64W27E,0,0
ID_ZIW17F,0,0
ID_C9IV1B,0,0
ID_IK4H06,0,0
ID_0IYFDU,0,0
ID_IDGYSQ,0,0
ID_043DFT,0,0
ID_NI4C3K,0,0
ID_R7SBMN,0,0
ID_EDFV6P,0,0
ID_M7YEWE,0,0
ID_I1W902,0,0
ID_WCUF0W,0,0
ID_ZH221N,0,0
ID_9ZV5FL,0,0
ID_UL2AV6,0,0
ID_DDTFE1,0,0
ID_HYIS0D,0,0
ID_9OMR42,0,0
ID_5CUYWD,0,0
ID_H8W1TG,0,0
ID_XT7CUN,0,0
ID_C3ZD6K,0,0
ID_S6MYR2,0,0
ID_6F0PU0,0,0
ID_CJYKUQ,0,0
ID_XYALTN,0,0
ID_GKKCAG,0,0
ID_L7DQW1,0,0
ID_D076GW,0,0
ID_Y3LISJ,0,0
ID_PIWDN4,0,0
ID_JNYZQN,0,0
ID_29U7OH,0,0
ID_YR6CCB,0,0
ID_E7FHK8,0,0
ID_PR2A2S,0,0
ID_OTW2VA,0,0
ID_0RRWNU,0,0
ID_SEBCQE,0,0
ID_KCHP0M,0,0
ID_VHVIPA,0,0
ID_ZQD8GF,0,0
ID_JC39CL,0,0
ID_INESI3,0,0
ID_KFG8JV,0,0
ID_B8XHBD,0,0
ID_HPCP76,0,0
ID_MEO5S8,0,0
ID_Y4CNLE,0,0
ID_HD38SI,0,0
ID_15RO3I,0,0
ID_BGOSO3,0,0
ID_T0W5BH,0,0
ID_4KOPBG,0,0
ID_0NZ1KO,0,0
ID_QKFKUW,0,0
ID_GJSRQC,0,0
ID_6OR7RK,0,0
ID_4I00W0,0,0
ID_SVYR4K,0,0
ID_TR21BG,0,0
ID_FUU9BY,0,0
ID_Q66SOZ,0,0
ID_V2T4LW,0,0
ID_8ROQC6,0,0
ID_CFVD5N,0,0
ID_Y9PYAZ,0,0
ID_1L3B0S,0,0
ID_MKAK7C,0,0
ID_JV9CPB,0,0
ID_DF6UUP,0,0
ID_EOE59S,0,0
ID_YCD9TY,0,0
ID_UH7MHK,0,0
ID_TRW9SK,0,0
ID_0S6GEX,0,0
ID_J6BBY6,0,0
ID_EWVC18,0,0
ID_TPZAR3,0,0
ID_JBN7M8,0,0
ID_Q30DC1,0,0
ID_33PCSW,0,0
ID_N8UWRZ,0,0
ID_U1F3JH,0,0
ID_YMMKSP,0,0
ID_N8VRJ1,0,0
ID_31JXLB,0,0
ID_UGJ3TF,0,0
ID_BHBHET,0,0
ID_JKDR4B,0,0
ID_8ZCG9Y,0,0
ID_22DMSM,0,0
ID_86Z9V2,0,0
ID_5QD8GX,0,0
ID_9E90WT,0,0
ID_0JB9CE,0,0
ID_MYKPO1,0,0
ID_I9Y1Z9,0,0
ID_YZ8SQX,0,0
ID_IJ1QZZ,0,0
ID_RTGY27,0,0
ID_KJVRG8,0,0
ID_8FAGP9,0,0
ID_28NA3K,0,0
ID_J8SWL4,0,0
ID_P6FPZZ,0,0
ID_KHM4QW,0,0
ID_N4J9J8,0,0
ID_R7GW7K,0,0
ID_1O7BRC,0,0
ID_B9LBCJ,0,0
ID_MT89IQ,0,0
ID_CEC2LF,0,0
ID_M79JQD,0,0
ID_ADSNKH,0,0
ID_O33O61,0,0
ID_TI7YO5,0,0
ID_II4XWA,0,0
ID_SSY86Z,0,0
ID_5DX67W,0,0
ID_9UQJM9,0,0
ID_12IMEK,0,0
ID_LNCOXK,0,0
ID_YUNF7H,0,0
ID_1W6QCP,0,0
ID_SPRAZK,0,0
ID_B1CCT8,0,0
ID_R49NDR,0,0
ID_C1RL06,0,0
ID_HR7USI,0,0
ID_DUY2P9,0,0
ID_3IU9SS,0,0
ID_L0FSAE,0,0
ID_QNHPGR,0,0
ID_BWPNO7,0,0
ID_M6AZKT,0,0
ID_GYQDQH,0,0
ID_54XE67,0,0
ID_H6M1L6,0,0
ID_9NWT9I,0,0
ID_9VP7NJ,0,0
ID_4H9C9N,0,0
ID_P21MPI,0,0
ID_PBZ3T2,0,0
ID_VLO37D,0,0
ID_BMAMDE,0,0
ID_S0AXQO,0,0
ID_326TN8,0,0
ID_K66III,0,0
ID_SAFK1J,0,0
ID_B49DRU,0,0
ID_ODJ2CI,0,0
ID_5ARAL1,0,0
ID_NZX9UY,0,0
ID_KL228W,0,0
ID_08YPYX,0,0
ID_LG9RWF,0,0
ID_74DJ5S,0,0
ID_GFKBIO,0,0
ID_G3V2DH,0,0
ID_8WM4S3,0,0
ID_OSIQQQ,0,0
ID_BEF4AI,0,0
ID_LZ05D1,0,0
ID_3CGC9A,0,0
ID_DOWSK5,0,0
ID_4IL3O0,0,0
ID_I2AGIW,0,0
ID_QRZ6PZ,0,0
ID_ZNP3WK,0,0
ID_OZ0DL3,0,0
ID_DD7J5Z,0,0
ID_ZV1KQG,0,0
ID_1IEUIE,0,0
ID_EQ7K31,0,0
ID_Q2ZLJ2,0,0
ID_Z7CVFM,0,0
ID_3F3I3F,0,0
ID_PTZQ4Q,0,0
ID_DVUIVI,0,0
ID_0SZGMP,0,0
ID_F9CM00,0,0
ID_3CLOM3,0,0
ID_PMWZQB,0,0
ID_88OMVN,0,0
ID_IGYYZ9,0,0
ID_6F829W,0,0
ID_WK8TWS,0,0
ID_H48DAH,0,0
ID_R22UKU,0,0
ID_BK7Z3O,0,0
ID_ITYDA6,0,0
ID_GHZSPM,0,0
ID_V3HN6B,0,0
ID_6SGTW3,0,0
ID_R4BM3Y,0,0
ID_LE62XI,0,0
ID_67RWOB,0,0
ID_MSJD3F,0,0
ID_9PIWRX,0,0
ID_RWQ5UV,0,0
ID_06V7Y4,0,0
ID_YJV4FO,0,0
ID_YX9YP6,0,0
ID_L2LPSY,0,0
ID_6EBQ4G,0,0
ID_A3UGRW,0,0
ID_IDQP5H,0,0
ID_OV5N7T,0,0
ID_59Z3FC,0,0
ID_FGP0JC,0,0
ID_5CIWN5,0,0
ID_X7EYJ6,0,0
ID_QVIBR6,0,0
ID_6TQCT1,0,0
ID_LTYS9Q,0,0
ID_N71OGF,0,0
ID_Q5FIUE,0,0
ID_1Q1CDL,0,0
ID_6DOVO3,0,0
ID_G8UZZS,0,0
ID_AD5QF0,0,0
ID_9O28HQ,0,0
ID_SXQDJ7,0,0
ID_7KOVRB,0,0
ID_IREVGL,0,0
ID_2JGH8T,0,0
ID_INBG4W,0,0
ID_ZJ4Z2K,0,0
ID_Z6PWT7,0,0
ID_9H3DPO,0,0
ID_794J2W,0,0
ID_LGVHJW,0,0
ID_HWDGEK,0,0
ID_EA21U2,0,0
ID_37KVAI,0,0
ID_SLQFKI,0,0
ID_CHY5TP,0,0
ID_072WQI,0,0
ID_LMVXJQ,0,0
ID_6981F5,0,0
ID_T6FZLW,0,0
ID_PPX0IR,0,0
ID_IT5JXK,0,0
ID_GAOL25,0,0
ID_ZD93QR,0,0
ID_5ORC67,0,0
ID_81E322,0,0
ID_2AK5IO,0,0
ID_L10PJW,0,0
ID_YQZ4T2,0,0
ID_OZ6KIU,0,0
ID_JS1U7V,0,0
ID_B9CMU6,0,0
ID_URIEP2,0,0
ID_7UBFNJ,0,0
ID_8U5TLS,0,0
ID_1D2OEM,0,0
ID_BNVU24,0,0
ID_USH62S,0,0
ID_XQCF82,0,0
ID_AAXW8C,0,0
ID_I19C15,0,0
ID_SOZ01I,0,0
ID_7I016U,0,0
ID_GCM0UE,0,0
ID_U300GN,0,0
ID_NA24B9,0,0
ID_W0SXKD,0,0
ID_SUX6LW,0,0
ID_I3A3Z9,0,0
ID_IN09O8,0,0
ID_JDNAYH,0,0
ID_0HMPD2,0,0
ID_QGEKXA,0,0
ID_YJJJE1,0,0
ID_RUPM8F,0,0
ID_CA6ZFD,0,0
ID_E2O7NE,0,0
ID_GLWL0N,0,0
ID_SK83Y6,0,0
ID_LVXPV4,0,0
ID_CTISO5,0,0
ID_BWZTF6,0,0
ID_NIY1KJ,0,0
ID_BA6BC9,0,0
ID_CSP6YN,0,0
ID_V8ZT4F,0,0
ID_B9J8C0,0,0
ID_TG157J,0,0
ID_YF8WZN,0,0
ID_F8EHPH,0,0
ID_QROG2K,0,0
ID_VTV6S0,0,0
ID_ZS8UB1,0,0
ID_GYK1J2,0,0
ID_WSKTRW,0,0
ID_4EV4V1,0,0
ID_DV3ZB4,0,0
ID_IDE9AP,0,0
ID_3MSIQE,0,0
ID_NMIE9E,0,0
ID_67ZGWX,0,0
ID_4NMUB6,0,0
ID_4N3SOF,0,0
ID_YTSZ3C,0,0
ID_LI93FO,0,0
ID_YRQ0JS,0,0
ID_86IH2F,0,0
ID_X6MNV7,0,0
ID_6EC7VN,0,0
ID_8GXI9F,0,0
ID_3THC28,0,0
ID_EY821A,0,0
ID_NNJHMF,0,0
ID_VO85TV,0,0
ID_VSGAIR,0,0
ID_O7Q5SR,0,0
ID_PZERV2,0,0
ID_3MA8MF,0,0
ID_O786GN,0,0
ID_TJK2M6,0,0
ID_Y1U7EX,0,0
ID_YJJFZV,0,0
ID_AL2O7T,0,0
ID_RAPXLY,0,0
ID_0SC0SW,0,0
ID_57KUZV,0,0
ID_CWA6HG,0,0
ID_XSM6CB,0,0
ID_RTU8C3,0,0
ID_HFNFL0,0,0
ID_1O2APZ,0,0
ID_2215MV,0,0
ID_N4CON3,0,0
ID_NNVVWU,0,0
ID_C4N7X8,0,0
ID_EAMT0J,0,0
ID_E8V357,0,0
ID_JWWQTW,0,0
ID_O8K8I7,0,0
ID_EGVNAH,0,0
ID_1P54Z0,0,0
ID_GHHC9F,0,0
ID_TQMRF1,0,0
ID_994DS6,0,0
ID_WSH10O,0,0
ID_SL63EI,0,0
ID_RVTPGF,0,0
ID_8CIDPJ,0,0
ID_33X1MY,0,0
ID_M0FOYG,0,0
ID_9EQJF1,0,0
ID_Q6O7CL,0,0
ID_QHY6DZ,0,0
ID_63R9WY,0,0
ID_UC541W,0,0
ID_CNH6C3,0,0
ID_UD4HPQ,0,0
ID_0CXV0U,0,0
ID_ULBHOK,0,0
ID_Z7XGKQ,0,0
ID_MVJR90,0,0
ID_FA7BKJ,0,0
ID_WSSML6,0,0
ID_NQWKXR,0,0
ID_71DS9O,0,0
ID_C27Z7U,0,0
ID_PVRETH,0,0
ID_KFLV6D,0,0
ID_OIQTRA,0,0
ID_44IFT7,0,0
ID_ES0FAC,0,0
ID_AQLC2X,0,0
ID_9JL2B1,0,0
ID_R6KQFX,0,0
ID_A1NDJP,0,0
ID_T3HIFP,0,0
ID_D9MXM3,0,0
ID_HER9AQ,0,0
ID_6NYUNK,0,0
ID_XEC3H8,0,0
ID_UKE4SI,0,0
ID_XMCZG9,0,0
ID_LQEHH3,0,0
ID_TH2862,0,0
ID_Q0G3KC,0,0
ID_5THPBF,0,0
ID_1VXJCQ,0,0
ID_LDGI02,0,0
ID_L4TS3B,0,0
ID_W9US9Y,0,0
ID_ZMEJQD,0,0
ID_1CEYKB,0,0
ID_74BFS0,0,0
ID_URQVL6,0,0
ID_INLKH6,0,0
ID_LU82GX,0,0
ID_K1XJUK,0,0
ID_GCHHFU,0,0
ID_A9O643,0,0
ID_RG3TET,0,0
ID_56TAID,0,0
ID_RC5UFP,0,0
ID_6PLP9L,0,0
ID_U11IZD,0,0
ID_Z1ZS89,0,0
ID_DBJ3UZ,0,0
ID_MTEAX1,0,0
ID_V71E6Y,0,0
ID_Q6DDYS,0,0
ID_1Q46BZ,0,0
ID_1F1X4A,0,0
ID_X82M1F,0,0
ID_231L2F,0,0
ID_7BH3E6,0,0
ID_D5WVCB,0,0
ID_7BZL82,0,0
ID_YJH76H,0,0
ID_H2KY41,0,0
ID_A9E84P,0,0
ID_WG7AEZ,0,0
ID_LQU1X2,0,0
ID_K7KWX2,0,0
ID_NTVJYA,0,0
ID_W52HFB,0,0
ID_YQ43M6,0,0
ID_YFOX7C,0,0
ID_J47GPT,0,0
ID_Y3HSFB,0,0
ID_SX9S9A,0,0
ID_HH0TCV,0,0
ID_C15I2B,0,0
ID_D69CV3,0,0
ID_P6P3TQ,0,0
ID_3KF7D4,0,0
ID_JLXQDP,0,0
ID_L8UFAM,0,0
ID_UCONF0,0,0
ID_H9VHU5,0,0
ID_FMNV34,0,0
ID_2XPG40,0,0
ID_VPBDMP,0,0
ID_RXRA73,0,0
ID_ZUZB7I,0,0
ID_VE9NQ8,0,0
ID_2MVK0K,0,0
ID_L8CXGM,0,0
ID_01TH2K,0,0
ID_81JV97,0,0
ID_KPN0ZX,0,0
