ID,Target_AUC,Target_LogLoss
ID_EPVLBB,0,0
ID_378LDV,0,0
ID_LMYL7Z,0,0
ID_U85Y0V,0,0
ID_1Q47ZO,0,0
ID_CK5DKQ,0,0
ID_Q0QG27,0,0
ID_INOUQO,0,0
ID_1AAO6G,0,0
ID_R30HYB,0,0
ID_8UOEXW,0,0
ID_0CD3CN,0,0
ID_AR1C4I,0,0
ID_WLSUOJ,0,0
ID_BSE1SA,0,0
ID_VQFDJ7,0,0
ID_TN1OLD,0,0
ID_6T4D2F,0,0
ID_Z1TXUH,0,0
ID_COXJ8X,0,0
ID_BAPR04,0,0
ID_LR1N49,0,0
ID_SO4UDZ,0,0
ID_I9KGTT,0,0
ID_7JPXX5,0,0
ID_LLNZ5V,0,0
ID_G02ERA,0,0
ID_OCX1ML,0,0
ID_PQEKG9,0,0
ID_SF6CGM,0,0
ID_DEBBST,0,0
ID_VQ1COW,0,0
ID_56TI4F,0,0
ID_BCYT4A,0,0
ID_UND673,0,0
ID_PQD72S,0,0
ID_OUUQYF,0,0
ID_NB2YSI,0,0
ID_OUS1FL,0,0
ID_78UH5A,0,0
ID_RL677S,0,0
ID_6PGJRW,0,0
ID_E7X9US,0,0
ID_Q67YC7,0,0
ID_U4W9YX,0,0
ID_RGBYC4,0,0
ID_KF5UY5,0,0
ID_TYSR4K,0,0
ID_8KEA3K,0,0
ID_TMAYW6,0,0
ID_ICOU3Y,0,0
ID_L7MGIC,0,0
ID_ADAE3S,0,0
ID_83EZO9,0,0
ID_SU1XNH,0,0
ID_S0I9B6,0,0
ID_RM5R8H,0,0
ID_ZGOHO2,0,0
ID_RBJ02H,0,0
ID_0N7S6B,0,0
ID_GPF8KR,0,0
ID_AV3BX7,0,0
ID_RUE2W6,0,0
ID_EX4V32,0,0
ID_ACYXZF,0,0
ID_3TEPQQ,0,0
ID_ZMDNDD,0,0
ID_YQ3AEM,0,0
ID_QHDRGJ,0,0
ID_HO6RPW,0,0
ID_FGQOIL,0,0
ID_ITIH18,0,0
ID_IYW3H2,0,0
ID_3R2FGL,0,0
ID_U0WEUA,0,0
ID_G8TY4M,0,0
ID_TP4Q9M,0,0
ID_INF5B9,0,0
ID_RCTTSQ,0,0
ID_GH6UG1,0,0
ID_X3N9WA,0,0
ID_6VQGEC,0,0
ID_L3DJB1,0,0
ID_EB1D8C,0,0
ID_UN6LFF,0,0
ID_1VY3BQ,0,0
ID_TDI43T,0,0
ID_76R77D,0,0
ID_VJ8NPM,0,0
ID_LTXV90,0,0
ID_2X0H5E,0,0
ID_EBU1R6,0,0
ID_1JUEHC,0,0
ID_3HJ4V2,0,0
ID_NM0CD3,0,0
ID_9SPRKL,0,0
ID_Y1RUR2,0,0
ID_GVN35E,0,0
ID_W98BY2,0,0
ID_JGIP62,0,0
ID_FRZE7R,0,0
ID_EZWAE9,0,0
ID_3Y4Q01,0,0
ID_4THI8J,0,0
ID_K9BMZS,0,0
ID_7INLSR,0,0
ID_TEGJD2,0,0
ID_60DZ2K,0,0
ID_FUN5V4,0,0
ID_2KUO9Q,0,0
ID_J2FDP6,0,0
ID_JFVQ68,0,0
ID_MQLL2H,0,0
ID_WF99RN,0,0
ID_594IY0,0,0
ID_5RJIWV,0,0
ID_V61VQF,0,0
ID_RRNTXZ,0,0
ID_GDO1NL,0,0
ID_EORW53,0,0
ID_5GQZ29,0,0
ID_HGWYR6,0,0
ID_H5XP69,0,0
ID_GB3BU7,0,0
ID_RCPYB3,0,0
ID_BRMY65,0,0
ID_R6GO3R,0,0
ID_158Q2M,0,0
ID_EKDF7E,0,0
ID_WKJ0AV,0,0
ID_LO3R2H,0,0
ID_WFQ5CS,0,0
ID_QHH4M0,0,0
ID_FBM4QY,0,0
ID_LUNQZG,0,0
ID_HYSI56,0,0
ID_NPD2PW,0,0
ID_B7HEXQ,0,0
ID_1GVR0B,0,0
ID_H6GIJY,0,0
ID_CJIBMV,0,0
ID_4R68YD,0,0
ID_HKNE7M,0,0
ID_OIAXAU,0,0
ID_HY42E5,0,0
ID_TDJZ7C,0,0
ID_48ZULA,0,0
ID_ARLS40,0,0
ID_6Z9FD7,0,0
ID_49CCD5,0,0
ID_9RFGVN,0,0
ID_YZ8GPD,0,0
ID_H6UAF5,0,0
ID_FMOAB8,0,0
ID_2OKAG7,0,0
ID_TDUXHK,0,0
ID_QSZ1MV,0,0
ID_ID2I15,0,0
ID_T0H9JR,0,0
ID_10O4F1,0,0
ID_SSTMI0,0,0
ID_O3QHZN,0,0
ID_4Y99HR,0,0
ID_NIPCWP,0,0
ID_5UJBI3,0,0
ID_JF8XTT,0,0
ID_XJCA4J,0,0
ID_ILMMSA,0,0
ID_OFC47N,0,0
ID_G40ONP,0,0
ID_HBG8CX,0,0
ID_NBL86U,0,0
ID_ULMAUU,0,0
ID_513LVA,0,0
ID_ISCELP,0,0
ID_L3S4XH,0,0
ID_XGLOS3,0,0
ID_WLM71C,0,0
ID_HKYEBJ,0,0
ID_MCJLOD,0,0
ID_78Z4FS,0,0
ID_X9RBBB,0,0
ID_80TADM,0,0
ID_WS5LKI,0,0
ID_H3JJXQ,0,0
ID_L1IZ0M,0,0
ID_JY35YX,0,0
ID_XQ5RC1,0,0
ID_4WVGZX,0,0
ID_4LVYIH,0,0
ID_NPA1DU,0,0
ID_MS911K,0,0
ID_DWVX6D,0,0
ID_3L96HU,0,0
ID_IYZ7QU,0,0
ID_7JTI53,0,0
ID_Y6FCJ3,0,0
ID_8BSNVV,0,0
ID_6QSD29,0,0
ID_D8UEX4,0,0
ID_AC0FH5,0,0
ID_YYR1IN,0,0
ID_YU38QT,0,0
ID_L4NUIY,0,0
ID_9UI86K,0,0
ID_CKQX0I,0,0
ID_BNIZ7P,0,0
ID_GFQ0MC,0,0
ID_VV8RP9,0,0
ID_HUJ895,0,0
ID_GKWGQL,0,0
ID_KBG5W3,0,0
ID_5Q0QTA,0,0
ID_T8RQBH,0,0
ID_LK66XN,0,0
ID_0ZW0B9,0,0
ID_8NAUIR,0,0
ID_O2B77B,0,0
ID_0C30M4,0,0
ID_DUL2AH,0,0
ID_7KWY6Z,0,0
ID_JMSSK2,0,0
ID_AW7KFG,0,0
ID_D3UZ5A,0,0
ID_EPP96Y,0,0
ID_WVK51G,0,0
ID_QM0KXJ,0,0
ID_B1IQUF,0,0
ID_WK2QR8,0,0
ID_OEVATH,0,0
ID_XQSRZR,0,0
ID_JW2UES,0,0
ID_V26SCD,0,0
ID_NK69E1,0,0
ID_K6JERF,0,0
ID_YQC9YW,0,0
ID_JXKA21,0,0
ID_609X4Y,0,0
ID_BY40BY,0,0
ID_KMKFNX,0,0
ID_75B6ON,0,0
ID_VKHW76,0,0
ID_PGLPRV,0,0
ID_T3CG0K,0,0
ID_JGLAHL,0,0
ID_5NITQ0,0,0
ID_BBO5IY,0,0
ID_N4IPBL,0,0
ID_5YL9QR,0,0
ID_E1P1CP,0,0
ID_YES9NZ,0,0
ID_SYFCJM,0,0
ID_FPL24O,0,0
ID_1631U5,0,0
ID_6WZFO2,0,0
ID_80IOHB,0,0
ID_FRPD9G,0,0
ID_PP53JQ,0,0
ID_CHOHZC,0,0
ID_BWY8ZS,0,0
ID_VHWO1M,0,0
ID_FLNFWE,0,0
ID_XE9QPV,0,0
ID_CEXF3B,0,0
ID_ZCQSUL,0,0
ID_KQAH2L,0,0
ID_ZNVECF,0,0
ID_4DZCX9,0,0
ID_5VWYW2,0,0
ID_I6WNNT,0,0
ID_UXL4XJ,0,0
ID_EM1FZ0,0,0
ID_1VKRH6,0,0
ID_XBSIZ1,0,0
ID_0L4TSP,0,0
ID_HC1C54,0,0
ID_020ZUJ,0,0
ID_P5RS43,0,0
ID_T8PLIL,0,0
ID_810JL2,0,0
ID_XG4Z9I,0,0
ID_KJJ6AP,0,0
ID_4M1NND,0,0
ID_M9W9XG,0,0
ID_875D9E,0,0
ID_1CEBOG,0,0
ID_TX815U,0,0
ID_9Y5SY4,0,0
ID_HQJUC9,0,0
ID_UXHYN2,0,0
ID_7TRMGL,0,0
ID_97BA2K,0,0
ID_A4PBZB,0,0
ID_UJNK2I,0,0
ID_CV6IP6,0,0
ID_NNLGDR,0,0
ID_HFC0SJ,0,0
ID_S26SSP,0,0
ID_0FKWQD,0,0
ID_6GI7LT,0,0
ID_XJF67U,0,0
ID_296T2W,0,0
ID_G0X5IR,0,0
ID_IT9GT9,0,0
ID_XYFTZ1,0,0
ID_UTOH91,0,0
ID_S7KOAB,0,0
ID_8NCKYC,0,0
ID_QW7QG7,0,0
ID_CHUGGB,0,0
ID_VKY43Y,0,0
ID_AT97O5,0,0
ID_HRYAPS,0,0
ID_1LQJXD,0,0
ID_7CHFAV,0,0
ID_RL3Z8P,0,0
ID_M8P3ND,0,0
ID_JH65NS,0,0
ID_OAHCJO,0,0
ID_QGSB5X,0,0
ID_IVGDUQ,0,0
ID_G6SXD0,0,0
ID_OU44Y7,0,0
ID_TJKNXZ,0,0
ID_0LTXC3,0,0
ID_CRL5WE,0,0
ID_6DK245,0,0
ID_FGGG7G,0,0
ID_DOP4BG,0,0
ID_DQAD0R,0,0
ID_RITE19,0,0
ID_YG8AZU,0,0
ID_GMK7FN,0,0
ID_QEHPS6,0,0
ID_ZW3G54,0,0
ID_G8WEC5,0,0
ID_NX92AJ,0,0
ID_WVHLIB,0,0
ID_TVJ6T6,0,0
ID_ZYPU8E,0,0
ID_J4ET36,0,0
ID_G5F3YK,0,0
ID_HA28NG,0,0
ID_QJ0VXF,0,0
ID_DP153Y,0,0
ID_5EKGZF,0,0
ID_XF6O0X,0,0
ID_UQZ6U8,0,0
ID_BKGLWY,0,0
ID_2QQ5PD,0,0
ID_SK0F3F,0,0
ID_KBIM0Z,0,0
ID_WPAHJX,0,0
ID_4HSWFL,0,0
ID_Z38WCN,0,0
ID_W06T4O,0,0
ID_HS4IJR,0,0
ID_8X1J3A,0,0
ID_V5RZII,0,0
ID_LL2K5K,0,0
ID_PN177M,0,0
ID_U1KS9W,0,0
ID_R9TZDX,0,0
ID_NRTWBK,0,0
ID_0PGD9C,0,0
ID_WK28FR,0,0
ID_G1JU78,0,0
ID_7QKNXT,0,0
ID_YXFZ2D,0,0
ID_93SM5M,0,0
ID_3DB7N1,0,0
ID_14Z6MV,0,0
ID_01HGVZ,0,0
ID_YF5H5D,0,0
ID_IDQ65O,0,0
ID_RXSZU8,0,0
ID_P7J2AB,0,0
ID_HDUSHL,0,0
ID_F4W10D,0,0
ID_AZ2YZL,0,0
ID_ZS3RKG,0,0
ID_NFHJS1,0,0
ID_UKOQPS,0,0
ID_7M2JNR,0,0
ID_TUP14F,0,0
ID_OXMDE5,0,0
ID_24VWIP,0,0
ID_0VFJU5,0,0
ID_94ZS8D,0,0
ID_2EUJ1Z,0,0
ID_GZ0E39,0,0
ID_DV8UGI,0,0
ID_MXCVUQ,0,0
ID_9T8QC4,0,0
ID_8YJZJS,0,0
ID_93YBGI,0,0
ID_PPQYQ9,0,0
ID_IPB4QC,0,0
ID_IWNXP1,0,0
ID_NH47PX,0,0
ID_ZIH773,0,0
ID_TLTWD4,0,0
ID_L0RZXV,0,0
ID_6Z40MO,0,0
ID_Q8F0RV,0,0
ID_CAAREN,0,0
ID_UBRGFI,0,0
ID_CVGLHS,0,0
ID_OST7Q9,0,0
ID_RSY0AU,0,0
ID_X73RUG,0,0
ID_NGTUSU,0,0
ID_TSLMD5,0,0
ID_X3KE1W,0,0
ID_LPM75D,0,0
ID_DC34W6,0,0
ID_E2OK77,0,0
ID_T71EOE,0,0
ID_Q3AOY3,0,0
ID_OQ3O3O,0,0
ID_Y4ZORX,0,0
ID_Y69A8I,0,0
ID_MN6ZVG,0,0
ID_RP0QDR,0,0
ID_D9YFSL,0,0
ID_OGK9QH,0,0
ID_4XZOJM,0,0
ID_ZBOF05,0,0
ID_KBZPUP,0,0
ID_0Z0FTY,0,0
ID_2VOK5G,0,0
ID_4D85EA,0,0
ID_RIZXM1,0,0
ID_FWWCI9,0,0
ID_1W1KX7,0,0
ID_PUWYYS,0,0
ID_KWW9N8,0,0
ID_TR6NHK,0,0
ID_KR72XN,0,0
ID_ZG392M,0,0
ID_8RJM94,0,0
ID_H3F255,0,0
ID_EYG08D,0,0
ID_L6OV16,0,0
ID_2QSAPM,0,0
ID_09E7L6,0,0
ID_ULB6Q2,0,0
ID_CUEOEC,0,0
ID_4MD3YY,0,0
ID_0AFRZ4,0,0
ID_PRC7WF,0,0
ID_KQ8ZK0,0,0
ID_NGRBFP,0,0
ID_QORALB,0,0
ID_PC9XC8,0,0
ID_KWWEUE,0,0
ID_O6X0Y1,0,0
ID_LZP3LB,0,0
ID_3BAM97,0,0
ID_POFTLY,0,0
ID_LZMLFP,0,0
ID_9BQPPM,0,0
ID_ZEJC10,0,0
ID_OH1KQH,0,0
ID_HNYJ0X,0,0
ID_82BSZP,0,0
ID_U3LH0S,0,0
ID_LRH79E,0,0
ID_NYA3OL,0,0
ID_GHTGCS,0,0
ID_FUXOB3,0,0
ID_KSX96J,0,0
ID_1J7F31,0,0
ID_DT6MQX,0,0
ID_L0NU32,0,0
ID_D9PSV3,0,0
ID_RLJP7B,0,0
ID_WLT8NU,0,0
ID_WMF525,0,0
ID_6W1K62,0,0
ID_4Y5TI4,0,0
ID_ED9T42,0,0
ID_TWIFJ5,0,0
ID_CSAXBO,0,0
ID_LK5BUF,0,0
ID_84MJXI,0,0
ID_IBGHL9,0,0
ID_SP226E,0,0
ID_2JWFK6,0,0
ID_TU0JNS,0,0
ID_LH0JDZ,0,0
ID_JYLZQG,0,0
ID_LORRW1,0,0
ID_XFBJEV,0,0
ID_1KWIWU,0,0
ID_02ZZE0,0,0
ID_02Q2SS,0,0
ID_FT7I8U,0,0
ID_L20OLW,0,0
ID_AUPDV4,0,0
ID_DB977F,0,0
ID_HZB4LW,0,0
ID_LFFJUS,0,0
ID_RABC5X,0,0
ID_IJ8QLK,0,0
ID_2DJ4B9,0,0
ID_IZ2UET,0,0
ID_2U0OJN,0,0
ID_01W497,0,0
ID_T9ICVB,0,0
ID_37TP2C,0,0
ID_1JR8WQ,0,0
ID_JMCCGW,0,0
ID_WZAE2G,0,0
ID_DXWK0H,0,0
ID_GJXZSS,0,0
ID_HPS6G0,0,0
ID_K8XQVS,0,0
ID_E08SMW,0,0
ID_UJIREX,0,0
ID_1KWBLK,0,0
ID_ZHZ9YG,0,0
ID_O0P562,0,0
ID_ED1L9M,0,0
ID_I40X5W,0,0
ID_I2LVQH,0,0
ID_06DU6Y,0,0
ID_ITMMSL,0,0
ID_Z3QZQC,0,0
ID_XCK1IN,0,0
ID_6S03EH,0,0
ID_95S1ER,0,0
ID_43K3VR,0,0
ID_6VY4YK,0,0
ID_ZJ6E08,0,0
ID_QBF08C,0,0
ID_NY95DS,0,0
ID_71YXZD,0,0
ID_UOCU28,0,0
ID_TUU3CH,0,0
ID_DHPEUU,0,0
ID_7SW6UH,0,0
ID_NM9WUP,0,0
ID_SO03MV,0,0
ID_NTT62P,0,0
ID_ZZ8MZC,0,0
ID_M05FES,0,0
ID_D89CRM,0,0
ID_B92O0N,0,0
ID_BQBJLJ,0,0
ID_SE2BV1,0,0
ID_44ABWQ,0,0
ID_YEHJ12,0,0
ID_GCHYQO,0,0
ID_T3UDMO,0,0
ID_6HDEJI,0,0
ID_GMLUOT,0,0
ID_23SLQM,0,0
ID_RQ64QZ,0,0
ID_G6ZDQJ,0,0
ID_E0W5JE,0,0
ID_12SXTJ,0,0
ID_WAQIES,0,0
ID_4H2NYB,0,0
ID_TLQWQJ,0,0
ID_CHAN91,0,0
ID_M7Q180,0,0
ID_FG941Z,0,0
ID_KSLBPM,0,0
ID_YD8CY5,0,0
ID_MZP77Q,0,0
ID_6TFE35,0,0
ID_6BNCIU,0,0
ID_GS0D10,0,0
ID_VE2UBI,0,0
ID_9BUL8T,0,0
ID_MX6K8E,0,0
ID_6VPGD9,0,0
ID_XR5V1Q,0,0
ID_3RM6L0,0,0
ID_JQE8OA,0,0
ID_CRZ06X,0,0
ID_CDCP9A,0,0
ID_JXJ6RR,0,0
ID_JWORXX,0,0
ID_AM9D3L,0,0
ID_8I7E7G,0,0
ID_DNJOMU,0,0
ID_JTQ4BF,0,0
ID_9B6HO7,0,0
ID_JR3PYY,0,0
ID_HT8OOK,0,0
ID_8S6B7P,0,0
ID_ZYK4LU,0,0
ID_RGKMQ4,0,0
ID_OYP938,0,0
ID_842J0J,0,0
ID_MR8N9F,0,0
ID_5NQYO9,0,0
ID_24OT75,0,0
ID_PPES5C,0,0
ID_RYIBNU,0,0
ID_KPLKAA,0,0
ID_8UMA23,0,0
ID_5Q9PQX,0,0
ID_KAH46Q,0,0
ID_7HR7CI,0,0
ID_P0LFBY,0,0
ID_LXZDMM,0,0
ID_LE0YZI,0,0
ID_XNCJQO,0,0
ID_YHNEPT,0,0
ID_N95W55,0,0
ID_QYINR7,0,0
ID_3G0RZ7,0,0
ID_9ZK8C0,0,0
ID_NQJ8FU,0,0
ID_D7BJVB,0,0
ID_VS7FWT,0,0
ID_1F2FTW,0,0
ID_XP0V8Y,0,0
ID_01CXK6,0,0
ID_1EOFVU,0,0
ID_05FBW6,0,0
ID_4RVCQ0,0,0
ID_JIIMRO,0,0
ID_2SB7KQ,0,0
ID_QJOYOG,0,0
ID_ZV85KP,0,0
ID_82JGCE,0,0
ID_59UU7Y,0,0
ID_4VD26O,0,0
ID_KIEMEQ,0,0
ID_45OTY8,0,0
ID_VM8Z8D,0,0
ID_PD44IT,0,0
ID_NBRQZ4,0,0
ID_EVOJ8S,0,0
ID_24DB3K,0,0
ID_BA3SAD,0,0
ID_JX14OP,0,0
ID_I5G2S1,0,0
ID_PF5M2J,0,0
ID_H1YB7C,0,0
ID_LO8UMO,0,0
ID_2YYMUD,0,0
ID_S2DRXP,0,0
ID_I5A1D7,0,0
ID_LSJ7ED,0,0
ID_SC5RBT,0,0
ID_M8HL4Z,0,0
ID_0YCOL8,0,0
ID_V7NBWZ,0,0
ID_LWPS76,0,0
ID_CT8Y1S,0,0
ID_7SWHBA,0,0
ID_TXT6FI,0,0
ID_5PX0ZU,0,0
ID_PED83A,0,0
ID_HHWI07,0,0
ID_IRIGTL,0,0
ID_Y59419,0,0
ID_XUEMF0,0,0
ID_2O4RJS,0,0
ID_VNG2AS,0,0
ID_2D1VCC,0,0
ID_PXSIK5,0,0
ID_9FVHK4,0,0
ID_UYH78W,0,0
ID_C85P7F,0,0
ID_MZXRGQ,0,0
ID_TWTDRC,0,0
ID_AG89S6,0,0
ID_RLYI6D,0,0
ID_BKHE85,0,0
ID_QOIHDA,0,0
ID_BA07PC,0,0
ID_ECH4WK,0,0
ID_EZ9JNL,0,0
ID_G6FM3W,0,0
ID_TDENH3,0,0
ID_8DC4Q3,0,0
ID_MA09E2,0,0
ID_J73JAP,0,0
ID_2SZ4DA,0,0
ID_O0EB98,0,0
ID_TK34VR,0,0
ID_N01N1J,0,0
ID_RZTKS3,0,0
ID_6JFPHG,0,0
ID_UWIOMV,0,0
ID_11P2HY,0,0
ID_SZDN7H,0,0
ID_DCJJY8,0,0
ID_QAGU0P,0,0
ID_UZ3E3A,0,0
ID_F794BR,0,0
ID_LWV0PA,0,0
ID_WIN0KZ,0,0
ID_0HML04,0,0
ID_28Y8JB,0,0
ID_AS7GGB,0,0
ID_BFMSG5,0,0
ID_F42JQN,0,0
ID_HO5YQS,0,0
ID_5MRH5W,0,0
ID_PWSCHD,0,0
ID_8J5LC5,0,0
ID_552OU6,0,0
ID_VRB0KU,0,0
ID_PO6MKU,0,0
ID_J43XM3,0,0
ID_1HIAM4,0,0
ID_Q1OKX4,0,0
ID_Y705ES,0,0
ID_QV6WHJ,0,0
ID_NA9KGO,0,0
ID_IFX977,0,0
ID_6CSZEV,0,0
ID_IWHI77,0,0
ID_8NWDQM,0,0
ID_9E130X,0,0
ID_3N36IX,0,0
ID_ZPR5CI,0,0
ID_LVQ3DO,0,0
ID_7XTS8I,0,0
ID_9LZ6NO,0,0
ID_V108IA,0,0
ID_GRBE9F,0,0
ID_W2NKWU,0,0
ID_V1BL6V,0,0
ID_VQS0ZT,0,0
ID_P2BC3V,0,0
ID_3PCL0J,0,0
ID_IXJ344,0,0
ID_QU9IP5,0,0
ID_89KZGE,0,0
ID_9BCA6V,0,0
ID_JMNHFU,0,0
ID_PQIE38,0,0
ID_B1CAQL,0,0
ID_MH2S0W,0,0
ID_IBT7R1,0,0
ID_5QKSGT,0,0
ID_W88WKK,0,0
ID_NS0CBP,0,0
ID_5KBK8K,0,0
ID_OJ3RHF,0,0
ID_BG8T9E,0,0
ID_XSDJOZ,0,0
ID_6E0G18,0,0
ID_N56SOL,0,0
ID_1QS26Y,0,0
ID_X2E8G7,0,0
ID_FGB3W5,0,0
ID_EZD57T,0,0
ID_S3LBC0,0,0
ID_K9GZ6I,0,0
ID_ZJKTP7,0,0
ID_NIOMT1,0,0
ID_1H1C4L,0,0
ID_JXE98S,0,0
ID_H2VYZW,0,0
ID_SBPJUE,0,0
ID_OGAAUP,0,0
ID_44BJGC,0,0
ID_CLZJ2C,0,0
ID_BT256U,0,0
ID_EVQX94,0,0
ID_V7VHNL,0,0
ID_22ZNP6,0,0
ID_2PGMYB,0,0
ID_NYG0YZ,0,0
ID_T7INUE,0,0
ID_MEOS4O,0,0
ID_NM6X5I,0,0
ID_UMBXOZ,0,0
ID_BH00U6,0,0
ID_7MFWJV,0,0
ID_Z973IX,0,0
ID_530HPH,0,0
ID_NCD75P,0,0
ID_41C378,0,0
ID_NZMKTW,0,0
ID_349NGI,0,0
ID_J5K989,0,0
ID_QGNJS9,0,0
ID_K1FYZ1,0,0
ID_Q2XAM2,0,0
ID_7ACZAK,0,0
ID_NEKH5U,0,0
ID_3QH88F,0,0
ID_6BDDU6,0,0
ID_FDHOTE,0,0
ID_E8I5RE,0,0
ID_NUU4HZ,0,0
ID_MYW8OA,0,0
ID_RD3NBD,0,0
ID_Q04F8B,0,0
ID_M54P1E,0,0
ID_Z4OI62,0,0
ID_3VD2N0,0,0
ID_32LVHU,0,0
ID_3GGEDI,0,0
ID_CVG62O,0,0
ID_IKWAJI,0,0
ID_RRQY14,0,0
ID_4F3AEV,0,0
ID_3I8NW4,0,0
ID_7RV4MH,0,0
ID_VA70VF,0,0
ID_QQAK0O,0,0
ID_TOT1U4,0,0
ID_19O7CP,0,0
ID_CUN0K9,0,0
ID_M9FCQ2,0,0
ID_ZEEKS1,0,0
ID_CJXDP3,0,0
ID_O1Q4SF,0,0
ID_EDAYX2,0,0
ID_PJIW6D,0,0
ID_EYWLV7,0,0
ID_2OZQCP,0,0
ID_O1Q6TO,0,0
ID_67JUIZ,0,0
ID_4722WW,0,0
ID_901BHU,0,0
ID_YLZG7N,0,0
ID_OG2JMI,0,0
ID_K0G9Y0,0,0
ID_08X9ZA,0,0
ID_TSISX0,0,0
ID_MVO2FG,0,0
ID_VPOPE5,0,0
ID_GPBDM1,0,0
ID_EB12HI,0,0
ID_D6GWDQ,0,0
ID_YT6C6Y,0,0
ID_3CPTNU,0,0
ID_XJOQEA,0,0
ID_GJU9LH,0,0
ID_9SYQMD,0,0
ID_4I4YI2,0,0
